,pre,post,witvliet_1_syn,witvliet_2_syn,witvliet_3_syn,witvliet_4_syn,witvliet_5_syn,witvliet_6_syn,cel_jsh_syn,cel_n2u_syn,witvliet_7_syn,witvliet_8_syn,pristi_s14_syn,pristi_s15_syn,conserved_syn,average_size_syn,elegans_sum_syn,pristi_sum_syn,elegans_specific_syn,pristi_specific_syn,specific_syn,average_cel_syn_size,average_pristi_syn_size
452,ASE,AWA,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,44.0,3.0,7,7.571428571428571,5,2,no,no,not specific,0.6,23.5
453,ASE,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,2,5.5,1,1,no,no,not specific,0.1,5.0
454,ASE,AWC,3.0,4.0,4.0,7.0,13.0,5.0,14.0,30.0,11.0,15.0,0.0,0.0,10,10.6,10,0,yes,no,cel_specific,10.6,0.0
455,ASE,BAG,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4,1.5,4,0,no,no,not specific,0.6,0.0
456,ASE,IL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
457,ASE,OLL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
458,ASE,PVQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
459,ASE,RIA,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,1.0,0.0,0.0,4,2.75,4,0,no,no,not specific,1.1,0.0
460,ASE,RIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1,7.0,0,1,no,no,not specific,0.0,3.5
461,ASE,RIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1,7.0,0,1,no,no,not specific,0.0,3.5
462,ASE,RIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
463,ASE,RIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,no,no,not specific,0.0,0.5
464,ASE,RMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1,16.0,0,1,no,no,not specific,0.0,8.0
465,ASG,AIA,7.0,7.0,9.0,13.0,17.0,13.0,23.0,126.0,29.0,19.0,0.0,0.0,10,26.3,10,0,yes,no,cel_specific,26.3,0.0
466,ASG,AIB,0.0,1.0,1.0,1.0,2.0,6.0,7.0,23.0,7.0,4.0,0.0,0.0,9,5.777777777777778,9,0,no,no,not specific,5.2,0.0
467,ASG,AIM,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,7,2.7142857142857144,7,0,no,no,not specific,1.9,0.0
468,ASG,AIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,3.0,1,0,no,no,not specific,0.3,0.0
469,ASG,AIY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
470,ASG,AIZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
471,ASG,ASE,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3,1.6666666666666667,3,0,no,no,not specific,0.5,0.0
472,ASG,ASH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,2.0,0,1,no,no,not specific,0.0,1.0
473,ASG,ASJ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4,1.25,3,1,no,no,not specific,0.3,1.0
474,ASG,ASK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,3,3.6666666666666665,1,2,no,no,not specific,0.3,4.0
475,ASG,AVB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,4.0,0,1,no,no,not specific,0.0,2.0
476,ASG,AVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2,3.5,0,2,no,yes,pristi_specific,0.0,3.5
477,ASG,AWC,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,77.0,0.0,3,26.666666666666668,2,1,no,no,not specific,0.3,38.5
478,ASG,CEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,2.0,1,0,no,no,not specific,0.2,0.0
479,ASG,RIF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,4.0,0,1,no,no,not specific,0.0,2.0
480,ASH,ADA,2.0,2.0,3.0,4.0,5.0,5.0,3.0,8.0,6.0,5.0,0.0,0.0,10,4.3,10,0,yes,no,cel_specific,4.3,0.0
481,ASH,ADF,0.0,1.0,2.0,0.0,6.0,4.0,6.0,11.0,4.0,1.0,0.0,0.0,8,4.375,8,0,no,no,not specific,3.5,0.0
482,ASH,ADL,0.0,0.0,0.0,0.0,2.0,0.0,1.0,19.0,3.0,7.0,0.0,0.0,5,6.4,5,0,no,no,not specific,3.2,0.0
483,ASH,AIA,4.0,7.0,7.0,10.0,16.0,20.0,18.0,61.0,28.0,25.0,0.0,0.0,10,19.6,10,0,yes,no,cel_specific,19.6,0.0
484,ASH,AIB,3.0,7.0,6.0,3.0,11.0,15.0,6.0,25.0,14.0,14.0,0.0,0.0,10,10.4,10,0,yes,no,cel_specific,10.4,0.0
485,ASH,AIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
486,ASH,AIY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2,1.5,2,0,no,no,not specific,0.3,0.0
487,ASH,AIZ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3,1.6666666666666667,3,0,no,no,not specific,0.5,0.0
488,ASH,ALM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
489,ASH,ASE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
490,ASH,ASH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2,1.5,2,0,no,no,not specific,0.3,0.0
491,ASH,ASI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,2.0,0,1,no,no,not specific,0.0,1.0
492,ASH,ASK,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,10.0,2.0,8,2.625,6,2,no,no,not specific,0.9,6.0
493,ASH,AVA,0.0,1.0,4.0,17.0,5.0,12.0,7.0,26.0,14.0,35.0,0.0,0.0,9,13.444444444444445,9,0,no,no,not specific,12.1,0.0
494,ASH,AVB,3.0,2.0,4.0,10.0,13.0,13.0,10.0,20.0,23.0,22.0,0.0,0.0,10,12.0,10,0,yes,no,cel_specific,12.0,0.0
495,ASH,AVD,2.0,2.0,6.0,8.0,13.0,15.0,9.0,56.0,22.0,21.0,0.0,0.0,10,15.4,10,0,yes,no,cel_specific,15.4,0.0
496,ASH,AVE,0.0,0.0,0.0,0.0,2.0,1.0,2.0,7.0,1.0,4.0,0.0,0.0,6,2.8333333333333335,6,0,no,no,not specific,1.7,0.0
497,ASH,AVH,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,6,2.3333333333333335,6,0,no,no,not specific,1.4,0.0
498,ASH,AVJ,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,6,2.1666666666666665,6,0,no,no,not specific,1.3,0.0
499,ASH,AWA,0.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,7,1.7142857142857142,7,0,no,no,not specific,1.2,0.0
500,ASH,AWB,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,6,2.0,6,0,no,no,not specific,1.2,0.0
501,ASH,AWC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,2.0,2,19.5,0,2,no,yes,pristi_specific,0.0,19.5
502,ASH,PVC,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,3,2.0,3,0,no,no,not specific,0.6,0.0
503,ASH,PVP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
504,ASH,PVQ,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3,1.3333333333333333,3,0,no,no,not specific,0.4,0.0
505,ASH,RIA,0.0,2.0,3.0,4.0,5.0,4.0,7.0,17.0,3.0,2.0,0.0,0.0,9,5.222222222222222,9,0,no,no,not specific,4.7,0.0
506,ASH,RIF,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5,1.0,5,0,no,no,not specific,0.5,0.0
507,ASH,RIM,0.0,0.0,1.0,0.0,3.0,3.0,0.0,7.0,0.0,1.0,0.0,0.0,5,3.0,5,0,no,no,not specific,1.5,0.0
508,ASH,RIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,4.0,1,0,no,no,not specific,0.4,0.0
509,ASH,RIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,4.0,1,0,no,no,not specific,0.4,0.0
510,ASH,RMG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,4.0,0.0,0.0,3,3.6666666666666665,3,0,no,no,not specific,1.1,0.0
511,ASH,SIB,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
512,ASH,SMB,2.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,7,2.0,7,0,no,no,not specific,1.4,0.0
513,ASH,URX,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4,1.5,4,0,no,no,not specific,0.6,0.0
514,ASI,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
515,ASI,ADL,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,1.0,3,0,no,no,not specific,0.3,0.0
516,ASI,AFD,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4,1.25,4,0,no,no,not specific,0.5,0.0
517,ASI,AIA,1.0,0.0,2.0,1.0,4.0,5.0,11.0,7.0,12.0,11.0,0.0,0.0,9,6.0,9,0,no,no,not specific,5.4,0.0
518,ASI,AIB,2.0,0.0,0.0,1.0,2.0,4.0,6.0,7.0,12.0,13.0,0.0,0.0,8,5.875,8,0,no,no,not specific,4.7,0.0
519,ASI,AIN,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2,1.5,2,0,no,no,not specific,0.3,0.0
520,ASI,AIY,0.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,1.0,2.0,0.0,0.0,6,2.1666666666666665,6,0,no,no,not specific,1.3,0.0
521,ASI,AIZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
522,ASI,ASE,1.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,5,3.4,5,0,no,no,not specific,1.7,0.0
523,ASI,ASG,0.0,0.0,1.0,1.0,1.0,3.0,5.0,6.0,5.0,8.0,0.0,0.0,8,3.75,8,0,no,no,not specific,3.0,0.0
524,ASI,ASH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2,2.0,2,0,no,no,not specific,0.4,0.0
525,ASI,ASI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,no,no,not specific,0.0,0.5
526,ASI,ASJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0,0,1,no,no,not specific,0.0,1.5
527,ASI,ASK,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,1.0,7.0,2.0,7,2.7142857142857144,5,2,no,no,not specific,1.0,4.5
528,ASI,AVA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
529,ASI,AVB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0,0,1,no,no,not specific,0.0,1.0
530,ASI,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,4,2.0,3,1,no,no,not specific,0.7,0.5
531,ASI,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,2,7.0,1,1,no,no,not specific,0.1,6.5
532,ASI,AWC,4.0,4.0,4.0,10.0,11.0,15.0,12.0,14.0,34.0,28.0,0.0,2.0,11,12.545454545454545,10,1,no,no,not specific,13.6,1.0
533,ASI,BAG,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1.3333333333333333,3,0,no,no,not specific,0.4,0.0
534,ASI,CEP,1.0,1.0,2.0,5.0,8.0,9.0,2.0,2.0,4.0,15.0,0.0,0.0,10,4.9,10,0,yes,no,cel_specific,4.9,0.0
535,ASI,IL1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
536,ASI,PVP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0,0,1,no,no,not specific,0.0,1.5
537,ASI,PVQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,2,6.0,0,2,no,yes,pristi_specific,0.0,6.0
538,ASI,RIA,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,3,2.3333333333333335,3,0,no,no,not specific,0.7,0.0
539,ASI,RIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
540,ASI,RIF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0,0,1,no,no,not specific,0.0,1.0
541,ASI,RIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,no,no,not specific,0.0,0.5
542,ASI,SAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0,1,0,no,no,not specific,0.2,0.0
543,ASI,SMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2,1.5,0,2,no,yes,pristi_specific,0.0,1.5
544,ASI,URY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0,0,1,no,no,not specific,0.0,1.5
545,ASJ,AIA,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5,1.0,5,0,no,no,not specific,0.5,0.0
546,ASJ,AIM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
547,ASJ,AIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
548,ASJ,ALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2,2.5,2,0,no,no,not specific,0.5,0.0
549,ASJ,ASG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
550,ASJ,ASK,1.0,4.0,6.0,6.0,9.0,5.0,10.0,30.0,11.0,8.0,10.0,0.0,11,9.090909090909092,10,1,no,no,not specific,9.0,5.0
551,ASJ,AWA,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.5,1,1,no,no,not specific,0.2,0.5
552,ASJ,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0,0,1,no,no,not specific,0.0,1.0
553,ASJ,CEP,1.0,3.0,2.0,0.0,5.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,8,2.0,8,0,no,no,not specific,1.6,0.0
554,ASJ,PVQ,5.0,10.0,10.0,15.0,16.0,16.0,21.0,63.0,24.0,27.0,96.0,24.0,12,27.25,10,2,no,no,core,20.7,60.0
555,ASJ,RIF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0,0,1,no,no,not specific,0.0,1.5
556,ASJ,RIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0,0,1,no,no,not specific,0.0,1.5
557,ASJ,RMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,8.0,0,1,no,no,not specific,0.0,4.0
558,ASJ,SAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,no,no,not specific,0.0,0.5
559,ASK,ADA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0,2,0,no,no,not specific,0.2,0.0
560,ASK,ADL,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,5,2.6,5,0,no,no,not specific,1.3,0.0
561,ASK,AIA,5.0,11.0,12.0,14.0,22.0,30.0,36.0,69.0,42.0,55.0,0.0,0.0,10,29.6,10,0,yes,no,cel_specific,29.6,0.0
562,ASK,AIB,0.0,0.0,0.0,4.0,0.0,6.0,7.0,12.0,15.0,12.0,0.0,0.0,6,9.333333333333334,6,0,no,no,not specific,5.6,0.0
563,ASK,AIM,0.0,0.0,1.0,0.0,4.0,10.0,8.0,10.0,12.0,13.0,0.0,0.0,7,8.285714285714286,7,0,no,no,not specific,5.8,0.0
564,ASK,AIN,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3,1.3333333333333333,3,0,no,no,not specific,0.4,0.0
565,ASK,ALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
566,ASK,ASE,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,3,3.0,3,0,no,no,not specific,0.9,0.0
567,ASK,ASG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,1.0,3,0,no,no,not specific,0.3,0.0
568,ASK,ASH,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1.0,2,0,no,no,not specific,0.2,0.0
569,ASK,ASI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,1.0,2,0,no,no,not specific,0.2,0.0
570,ASK,ASJ,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4,1.0,4,0,no,no,not specific,0.4,0.0
571,ASK,ASK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0,2,0,no,no,not specific,0.2,0.0
572,ASK,AVD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
573,ASK,AVJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
574,ASK,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0,1,0,no,no,not specific,0.2,0.0
575,ASK,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
576,ASK,AWC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1,19.0,0,1,no,no,not specific,0.0,9.5
577,ASK,CEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0,1,0,no,no,not specific,0.2,0.0
578,ASK,PVQ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,3.0,4,4.25,2,2,no,no,not specific,0.3,7.0
579,ASK,RIF,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,2,0,no,no,not specific,0.2,0.0
580,ASK,RMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
581,ASK,SIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
582,ASK,SMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
583,AUA,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2,1.5,2,0,no,no,not specific,0.3,0.0
584,AUA,AIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
585,AUA,AIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2,2.5,2,0,no,no,not specific,0.5,0.0
586,AUA,AIY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0,1,0,no,no,not specific,0.2,0.0
587,AUA,AIZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,4.0,1,0,no,no,not specific,0.4,0.0
588,AUA,AUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0,0,1,no,no,not specific,0.0,1.5
589,AUA,AVA,0.0,2.0,4.0,3.0,6.0,7.0,6.0,13.0,11.0,15.0,0.0,0.0,9,7.444444444444445,9,0,no,no,not specific,6.7,0.0
590,AUA,AVD,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0,5,2.0,4,1,no,no,not specific,0.7,1.5
591,AUA,AVE,2.0,4.0,6.0,9.0,4.0,6.0,4.0,22.0,21.0,20.0,19.0,0.0,11,10.636363636363637,10,1,no,no,not specific,9.8,9.5
592,AUA,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0,0,1,no,no,not specific,0.0,1.0
593,AUA,BAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,2.0,4,3.0,2,2,no,no,not specific,0.5,3.5
594,AUA,DVA,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,4,1.75,4,0,no,no,not specific,0.7,0.0
595,AUA,RIA,3.0,5.0,12.0,13.0,13.0,14.0,18.0,43.0,32.0,38.0,63.0,8.0,12,21.833333333333332,10,2,no,no,core,19.1,35.5
596,AUA,RIB,5.0,8.0,14.0,20.0,13.0,16.0,22.0,66.0,43.0,33.0,57.0,8.0,12,25.416666666666668,10,2,no,no,core,24.0,32.5
597,AUA,RIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
598,AUA,SAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
599,AUA,URX,1.0,0.0,5.0,2.0,3.0,0.0,1.0,6.0,3.0,5.0,10.0,0.0,9,4.0,8,1,no,no,not specific,2.6,5.0
600,AUA,URY,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,1.5,1,1,no,no,not specific,0.1,1.0
601,AVA,ADE,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1,0,no,no,not specific,0.2,0.0
602,AVA,AVB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2,2.0,1,1,no,no,not specific,0.2,1.0
603,AVA,AVD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
604,AVA,AVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0,0,1,no,no,not specific,0.0,1.5
605,AVA,AVK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2,2.5,0,2,no,yes,pristi_specific,0.0,2.5
606,AVA,AVL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2,4.5,0,2,no,yes,pristi_specific,0.0,4.5
607,AVA,BAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,2.0,0,1,no,no,not specific,0.0,1.0
608,AVA,DVC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,43.0,2,43.5,0,2,no,yes,pristi_specific,0.0,43.5
609,AVA,PVC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,no,no,not specific,0.0,0.5
610,AVA,PVP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1,18.0,0,1,no,no,not specific,0.0,9.0
611,AVA,PVT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,5.0,0,1,no,no,not specific,0.0,2.5
612,AVA,RIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,3.0,1,0,no,no,not specific,0.3,0.0
